(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(19.4, 1.0, 20.0)
(18.4, 1.0, 20.0)
(15.8, 1.0, 20.3)
(13.4, 1.0, 20.3)
(13.4, 1.0, 20.3)
(14.0, 1.0, 20.4)
(15.6, 1.0, 20.5)
(18.0, 1.0, 19.5)
(18.6, 1.0, 19.3)
(18.6, 1.0, 19.3)
(16.8, 1.0, 19.2)
(13.0, 1.0, 19.3)
(9.2, 1.0, 19.5)
(5.4, 1.0, 19.6)
(1.5, 1.0, 19.9)
(-2.1, 1.0, 20.1)
(-5.3, 1.0, 20.4)
(-8.5, 1.0, 20.9)
(-9.9, 1.0, 20.5)
(-11.4, 1.0, 20.7)
(-11.4, 1.0, 20.7)
(-11.4, 1.0, 20.7)
(-11.4, 1.0, 20.7)
(-11.4, 1.0, 20.7)
(-11.4, 1.0, 20.7)
(-11.4, 1.0, 20.7)
(-12.8, 1.0, 21.0)
(-12.0, 1.0, 21.1)
(-12.0, 1.0, 21.1)
(-12.0, 1.0, 21.1)
(-14.7, 1.0, 20.0)
(-16.4, 1.0, 15.5)
(-18.5, 1.0, 11.1)
(-18.4, 1.0, 6.2)
(-15.3, 1.0, 3.7)
(-10.8, 1.0, 3.6)
(-6.3, 1.0, 3.6)
(-2.0, 1.0, 3.1)
(2.3, 1.0, 2.6)
(6.2, 1.0, 2.8)
(10.1, 1.0, 2.1)
(13.9, 1.0, 0.9)
(17.0, 1.0, -0.8)
(17.2, 1.0, -0.9)
(17.2, 1.0, -0.9)
(17.2, 1.0, -0.9)
(17.2, 1.0, -0.9)
(17.2, 1.0, -0.9)
(17.2, 1.0, -0.9)
(17.2, 1.0, -0.9)
(17.2, 1.0, -0.9)
(14.2, 1.0, 0.7)
(13.7, 1.0, 1.0)
